sample_id,tir_200m,tir_100m,rgb_100m
301,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000301/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000301/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000301/rgb_100m.npy
302,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000302/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000302/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000302/rgb_100m.npy
303,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000303/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000303/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000303/rgb_100m.npy
304,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000304/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000304/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000304/rgb_100m.npy
305,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000305/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000305/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000305/rgb_100m.npy
306,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000306/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000306/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000306/rgb_100m.npy
307,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000307/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000307/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000307/rgb_100m.npy
308,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000308/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000308/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000308/rgb_100m.npy
309,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000309/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000309/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000309/rgb_100m.npy
310,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000310/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000310/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000310/rgb_100m.npy
311,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000311/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000311/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000311/rgb_100m.npy
312,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000312/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000312/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000312/rgb_100m.npy
313,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000313/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000313/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000313/rgb_100m.npy
314,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000314/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000314/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000314/rgb_100m.npy
315,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000315/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000315/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000315/rgb_100m.npy
316,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000316/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000316/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000316/rgb_100m.npy
317,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000317/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000317/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000317/rgb_100m.npy
318,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000318/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000318/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000318/rgb_100m.npy
319,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000319/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000319/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000319/rgb_100m.npy
320,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000320/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000320/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000320/rgb_100m.npy
321,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000321/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000321/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000321/rgb_100m.npy
322,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000322/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000322/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000322/rgb_100m.npy
323,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000323/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000323/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000323/rgb_100m.npy
324,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000324/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000324/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000324/rgb_100m.npy
325,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000325/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000325/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000325/rgb_100m.npy
326,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000326/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000326/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000326/rgb_100m.npy
327,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000327/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000327/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000327/rgb_100m.npy
328,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000328/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000328/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000328/rgb_100m.npy
329,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000329/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000329/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000329/rgb_100m.npy
330,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000330/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000330/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000330/rgb_100m.npy
331,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000331/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000331/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000331/rgb_100m.npy
332,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000332/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000332/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000332/rgb_100m.npy
333,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000333/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000333/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000333/rgb_100m.npy
334,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000334/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000334/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000334/rgb_100m.npy
335,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000335/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000335/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000335/rgb_100m.npy
336,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000336/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000336/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000336/rgb_100m.npy
337,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000337/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000337/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000337/rgb_100m.npy
338,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000338/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000338/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000338/rgb_100m.npy
339,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000339/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000339/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000339/rgb_100m.npy
340,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000340/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000340/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000340/rgb_100m.npy
341,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000341/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000341/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000341/rgb_100m.npy
342,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000342/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000342/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000342/rgb_100m.npy
343,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000343/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000343/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000343/rgb_100m.npy
344,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000344/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000344/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000344/rgb_100m.npy
345,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000345/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000345/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000345/rgb_100m.npy
346,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000346/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000346/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000346/rgb_100m.npy
347,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000347/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000347/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000347/rgb_100m.npy
348,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000348/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000348/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000348/rgb_100m.npy
349,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000349/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000349/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000349/rgb_100m.npy
350,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000350/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000350/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000350/rgb_100m.npy
351,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000351/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000351/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000351/rgb_100m.npy
352,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000352/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000352/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000352/rgb_100m.npy
353,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000353/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000353/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000353/rgb_100m.npy
354,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000354/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000354/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000354/rgb_100m.npy
355,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000355/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000355/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000355/rgb_100m.npy
356,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000356/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000356/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000356/rgb_100m.npy
357,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000357/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000357/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000357/rgb_100m.npy
358,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000358/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000358/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000358/rgb_100m.npy
359,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000359/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000359/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000359/rgb_100m.npy
360,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000360/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000360/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000360/rgb_100m.npy
361,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000361/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000361/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000361/rgb_100m.npy
362,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000362/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000362/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000362/rgb_100m.npy
363,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000363/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000363/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000363/rgb_100m.npy
364,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000364/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000364/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000364/rgb_100m.npy
365,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000365/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000365/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000365/rgb_100m.npy
366,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000366/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000366/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000366/rgb_100m.npy
367,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000367/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000367/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000367/rgb_100m.npy
368,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000368/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000368/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000368/rgb_100m.npy
369,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000369/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000369/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000369/rgb_100m.npy
370,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000370/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000370/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000370/rgb_100m.npy
371,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000371/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000371/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000371/rgb_100m.npy
372,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000372/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000372/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000372/rgb_100m.npy
373,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000373/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000373/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000373/rgb_100m.npy
374,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000374/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000374/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000374/rgb_100m.npy
375,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000375/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000375/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000375/rgb_100m.npy
376,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000376/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000376/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000376/rgb_100m.npy
377,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000377/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000377/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000377/rgb_100m.npy
378,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000378/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000378/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000378/rgb_100m.npy
379,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000379/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000379/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000379/rgb_100m.npy
380,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000380/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000380/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000380/rgb_100m.npy
381,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000381/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000381/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000381/rgb_100m.npy
382,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000382/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000382/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000382/rgb_100m.npy
383,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000383/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000383/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000383/rgb_100m.npy
384,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000384/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000384/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000384/rgb_100m.npy
385,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000385/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000385/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000385/rgb_100m.npy
386,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000386/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000386/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000386/rgb_100m.npy
387,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000387/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000387/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000387/rgb_100m.npy
388,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000388/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000388/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000388/rgb_100m.npy
389,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000389/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000389/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000389/rgb_100m.npy
390,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000390/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000390/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000390/rgb_100m.npy
391,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000391/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000391/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000391/rgb_100m.npy
392,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000392/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000392/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000392/rgb_100m.npy
393,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000393/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000393/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000393/rgb_100m.npy
394,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000394/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000394/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000394/rgb_100m.npy
395,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000395/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000395/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000395/rgb_100m.npy
396,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000396/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000396/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000396/rgb_100m.npy
397,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000397/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000397/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000397/rgb_100m.npy
398,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000398/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000398/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000398/rgb_100m.npy
399,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000399/tir_200m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000399/tir_100m.npy,/content/drive/MyDrive/ISRO_Hackathon_Project/dataset/sample_000399/rgb_100m.npy
